trade_id,entry_time,exit_time,direction,entry_price,exit_price,pnl,exit_reason,duration_minutes
61,2020-01-30 19:49:00,2020-01-31 12:21:00,Short,1.10345,1.10445,-0.001,SL,992.0
62,2020-01-31 13:46:00,2020-01-31 14:42:00,Short,1.10508,1.10608,-0.001,SL,56.0
63,2020-01-31 15:18:00,2020-01-31 15:54:00,Short,1.10566,1.10666,-0.001,SL,36.0
64,2020-01-31 16:51:00,2020-01-31 20:41:00,Short,1.10814,1.10914,-0.001,SL,230.0
65,2020-01-31 22:22:00,2020-02-03 07:30:00,Short,1.10944,1.10744,0.002,TP,3428.0
66,2020-02-03 08:07:00,2020-02-03 08:56:00,Long,1.10743,1.10643,-0.001,SL,49.0
67,2020-02-03 09:44:00,2020-02-03 11:38:00,Long,1.1069,1.1059,-0.001,SL,114.0
68,2020-02-03 12:01:00,2020-02-03 14:31:00,Long,1.10617,1.10517,-0.001,SL,150.0
69,2020-02-03 15:29:00,2020-02-04 15:29:00,Long,1.10496,1.10396,-0.001,SL,1440.0
70,2020-02-04 16:12:00,2020-02-05 09:35:00,Long,1.10368,1.10268,-0.001,SL,1043.0
71,2020-02-05 10:22:00,2020-02-05 10:48:00,Long,1.10295,1.10195,-0.001,SL,26.0
72,2020-02-05 11:39:00,2020-02-05 13:39:00,Long,1.10215,1.10115,-0.001,SL,120.0
73,2020-02-05 15:23:00,2020-02-05 19:30:00,Long,1.10043,1.09943,-0.001,SL,247.0
74,2020-02-05 20:06:00,2020-02-06 15:00:00,Long,1.09975,1.09875,-0.001,SL,1134.0
75,2020-02-06 16:14:00,2020-02-07 07:53:00,Long,1.09782,1.09682,-0.001,SL,939.0
76,2020-02-07 07:57:00,2020-02-07 10:29:00,Short,1.09688,1.09488,0.002,TP,152.0
77,2020-02-07 11:01:00,2020-02-07 14:45:00,Long,1.09521,1.09721,0.002,TP,224.0
78,2020-02-07 15:25:00,2020-02-07 15:41:00,Short,1.09621,1.09721,-0.001,SL,16.0
79,2020-02-07 15:52:00,2020-02-07 16:14:00,Long,1.09676,1.09576,-0.001,SL,22.0
80,2020-02-07 18:26:00,2020-02-10 13:56:00,Long,1.09448,1.09348,-0.001,SL,4050.0
81,2020-02-10 15:17:00,2020-02-10 15:54:00,Long,1.09325,1.09225,-0.001,SL,37.0
82,2020-02-10 17:03:00,2020-02-11 07:18:00,Long,1.09158,1.09058,-0.001,SL,855.0
83,2020-02-11 07:39:00,2020-02-11 13:14:00,Long,1.09114,1.09014,-0.001,SL,335.0
84,2020-02-11 14:00:00,2020-02-11 15:09:00,Long,1.09035,1.09235,0.002,TP,69.0
85,2020-02-11 15:34:00,2020-02-12 15:04:00,Short,1.09168,1.08968,0.002,TP,1410.0
86,2020-02-12 15:52:00,2020-02-12 17:14:00,Long,1.08929,1.08829,-0.001,SL,82.0
87,2020-02-12 18:31:00,2020-02-12 19:19:00,Long,1.08799,1.08699,-0.001,SL,48.0
88,2020-02-12 20:18:00,2020-02-13 11:58:00,Long,1.08701,1.08601,-0.001,SL,940.0
89,2020-02-13 12:42:00,2020-02-13 13:44:00,Long,1.0866,1.0856,-0.001,SL,62.0
90,2020-02-13 14:37:00,2020-02-13 15:09:00,Long,1.0857,1.0847,-0.001,SL,32.0
91,2020-02-13 15:54:00,2020-02-14 00:10:00,Long,1.08459,1.08359,-0.001,SL,496.0
92,2020-02-14 00:12:00,2020-02-14 09:11:00,Short,1.08351,1.08451,-0.001,SL,539.0
93,2020-02-14 09:57:00,2020-02-14 13:45:00,Short,1.08456,1.08556,-0.001,SL,228.0
94,2020-02-14 15:06:00,2020-02-14 17:16:00,Short,1.0855,1.0835,0.002,TP,130.0
95,2020-02-14 17:45:00,2020-02-18 00:20:00,Long,1.08385,1.08285,-0.001,SL,4715.0
96,2020-02-18 02:06:00,2020-02-18 12:31:00,Long,1.08266,1.08166,-0.001,SL,625.0
97,2020-02-18 14:44:00,2020-02-18 15:55:00,Long,1.08003,1.08203,0.002,TP,71.0
98,2020-02-18 16:30:00,2020-02-18 19:20:00,Short,1.08181,1.07981,0.002,TP,170.0
99,2020-02-18 20:56:00,2020-02-19 14:57:00,Long,1.07945,1.07845,-0.001,SL,1081.0
100,2020-02-19 15:17:00,2020-02-19 20:45:00,Long,1.07861,1.08061,0.002,TP,328.0
101,2020-02-19 21:44:00,2020-02-20 06:47:00,Short,1.08093,1.07893,0.002,TP,543.0
102,2020-02-20 07:46:00,2020-02-20 14:01:00,Long,1.07919,1.08119,0.002,TP,375.0
103,2020-02-20 15:22:00,2020-02-20 16:23:00,Short,1.08159,1.07959,0.002,TP,61.0
104,2020-02-20 17:02:00,2020-02-20 19:41:00,Long,1.07993,1.07893,-0.001,SL,159.0
105,2020-02-20 19:47:00,2020-02-21 07:48:00,Short,1.07882,1.07982,-0.001,SL,721.0
106,2020-02-21 08:09:00,2020-02-21 08:15:00,Short,1.07919,1.08019,-0.001,SL,6.0
107,2020-02-21 08:22:00,2020-02-21 14:45:00,Long,1.08021,1.08221,0.002,TP,383.0
108,2020-02-21 16:04:00,2020-02-23 22:00:00,Short,1.08551,1.08351,0.002,TP,3236.0
109,2020-02-23 22:43:00,2020-02-24 03:19:00,Long,1.08319,1.08219,-0.001,SL,276.0
110,2020-02-24 03:45:00,2020-02-24 07:01:00,Long,1.08239,1.08139,-0.001,SL,196.0
111,2020-02-24 07:38:00,2020-02-24 09:02:00,Long,1.08159,1.08359,0.002,TP,84.0
112,2020-02-24 09:30:00,2020-02-24 14:24:00,Short,1.08214,1.08314,-0.001,SL,294.0
113,2020-02-24 15:52:00,2020-02-24 15:55:00,Short,1.08503,1.08603,-0.001,SL,3.0
114,2020-02-24 16:02:00,2020-02-24 16:13:00,Long,1.08592,1.08492,-0.001,SL,11.0
115,2020-02-24 16:16:00,2020-02-24 16:28:00,Short,1.085,1.086,-0.001,SL,12.0
116,2020-02-24 16:32:00,2020-02-24 16:50:00,Long,1.08625,1.08525,-0.001,SL,18.0
117,2020-02-24 16:57:00,2020-02-24 17:25:00,Short,1.08553,1.08653,-0.001,SL,28.0
118,2020-02-24 18:33:00,2020-02-24 19:39:00,Short,1.0867,1.0847,0.002,TP,66.0
119,2020-02-24 20:25:00,2020-02-25 10:29:00,Long,1.0849,1.0839,-0.001,SL,844.0
120,2020-02-25 11:55:00,2020-02-25 15:48:00,Long,1.0836,1.0856,0.002,TP,233.0
121,2020-02-25 16:56:00,2020-02-25 17:19:00,Short,1.08656,1.08756,-0.001,SL,23.0
122,2020-02-25 17:26:00,2020-02-26 02:35:00,Long,1.08763,1.08663,-0.001,SL,549.0
123,2020-02-26 03:09:00,2020-02-26 08:49:00,Long,1.08696,1.08896,0.002,TP,340.0
124,2020-02-26 09:32:00,2020-02-26 12:11:00,Short,1.08894,1.08994,-0.001,SL,159.0
125,2020-02-26 12:38:00,2020-02-26 13:01:00,Short,1.08885,1.08685,0.002,TP,23.0
126,2020-02-26 13:32:00,2020-02-26 13:47:00,Long,1.08728,1.08628,-0.001,SL,15.0
127,2020-02-26 14:15:00,2020-02-26 14:27:00,Long,1.08733,1.08633,-0.001,SL,12.0
128,2020-02-26 14:34:00,2020-02-26 15:13:00,Short,1.08575,1.08675,-0.001,SL,39.0
129,2020-02-26 15:59:00,2020-02-26 16:10:00,Short,1.08646,1.08746,-0.001,SL,11.0
130,2020-02-26 17:33:00,2020-02-26 19:35:00,Short,1.08841,1.08941,-0.001,SL,122.0
131,2020-02-26 20:14:00,2020-02-27 00:05:00,Short,1.089,1.09,-0.001,SL,231.0
132,2020-02-27 00:51:00,2020-02-27 02:46:00,Short,1.09024,1.09124,-0.001,SL,115.0
133,2020-02-27 03:13:00,2020-02-27 06:50:00,Short,1.09072,1.09172,-0.001,SL,217.0
134,2020-02-27 07:42:00,2020-02-27 08:05:00,Short,1.09139,1.09239,-0.001,SL,23.0
135,2020-02-27 09:16:00,2020-02-27 11:48:00,Short,1.09359,1.09459,-0.001,SL,152.0
136,2020-02-27 13:36:00,2020-02-27 13:50:00,Short,1.09649,1.09749,-0.001,SL,14.0
137,2020-02-27 14:25:00,2020-02-27 14:45:00,Short,1.09744,1.09844,-0.001,SL,20.0
138,2020-02-27 16:00:00,2020-02-27 18:43:00,Short,1.09841,1.09941,-0.001,SL,163.0
139,2020-02-27 19:40:00,2020-02-27 21:11:00,Short,1.09878,1.09978,-0.001,SL,91.0
140,2020-02-27 22:46:00,2020-02-28 02:02:00,Short,1.1003,1.0983,0.002,TP,196.0
141,2020-02-28 02:33:00,2020-02-28 08:09:00,Long,1.0991,1.1011,0.002,TP,336.0
142,2020-02-28 09:59:00,2020-02-28 11:25:00,Short,1.10443,1.10243,0.002,TP,86.0
143,2020-02-28 12:44:00,2020-02-28 13:14:00,Long,1.09941,1.09841,-0.001,SL,30.0
144,2020-02-28 13:56:00,2020-02-28 14:20:00,Long,1.09871,1.09771,-0.001,SL,24.0
145,2020-02-28 14:25:00,2020-02-28 14:38:00,Short,1.09786,1.09586,0.002,TP,13.0
146,2020-02-28 15:29:00,2020-02-28 15:58:00,Long,1.09691,1.09891,0.002,TP,29.0
147,2020-02-28 17:42:00,2020-02-28 19:32:00,Short,1.10008,1.10108,-0.001,SL,110.0
148,2020-02-28 19:36:00,2020-03-01 22:38:00,Long,1.10263,1.10463,0.002,TP,3062.0
149,2020-03-01 23:43:00,2020-03-02 07:32:00,Short,1.10549,1.10649,-0.001,SL,469.0
150,2020-03-02 09:03:00,2020-03-02 10:12:00,Short,1.10795,1.10895,-0.001,SL,69.0
151,2020-03-02 10:56:00,2020-03-02 11:23:00,Short,1.10856,1.10956,-0.001,SL,27.0
152,2020-03-02 12:35:00,2020-03-02 12:51:00,Short,1.11067,1.11167,-0.001,SL,16.0
153,2020-03-02 13:03:00,2020-03-02 13:32:00,Long,1.11159,1.11359,0.002,TP,29.0
154,2020-03-02 14:03:00,2020-03-02 14:33:00,Short,1.11216,1.11316,-0.001,SL,30.0
155,2020-03-02 14:39:00,2020-03-02 15:48:00,Long,1.11292,1.11192,-0.001,SL,69.0
156,2020-03-02 16:08:00,2020-03-02 16:34:00,Long,1.11393,1.11593,0.002,TP,26.0
157,2020-03-02 18:15:00,2020-03-02 20:22:00,Short,1.11723,1.11523,0.002,TP,127.0
158,2020-03-02 21:37:00,2020-03-03 01:14:00,Long,1.11347,1.11247,-0.001,SL,217.0
159,2020-03-03 01:43:00,2020-03-03 04:35:00,Long,1.11339,1.11539,0.002,TP,172.0
160,2020-03-03 05:06:00,2020-03-03 07:34:00,Short,1.11439,1.11239,0.002,TP,148.0
161,2020-03-03 08:16:00,2020-03-03 08:37:00,Long,1.11258,1.11158,-0.001,SL,21.0
162,2020-03-03 09:37:00,2020-03-03 10:16:00,Long,1.11138,1.11338,0.002,TP,39.0
163,2020-03-03 10:37:00,2020-03-03 12:38:00,Short,1.11181,1.11281,-0.001,SL,121.0
164,2020-03-03 12:43:00,2020-03-03 12:49:00,Long,1.11262,1.11162,-0.001,SL,6.0
165,2020-03-03 13:13:00,2020-03-03 14:28:00,Short,1.11144,1.11244,-0.001,SL,75.0
166,2020-03-03 15:56:00,2020-03-03 16:11:00,Short,1.11816,1.11616,0.002,TP,15.0
167,2020-03-03 16:48:00,2020-03-03 17:01:00,Long,1.1174,1.1164,-0.001,SL,13.0
168,2020-03-03 17:16:00,2020-03-03 17:46:00,Short,1.11678,1.11478,0.002,TP,30.0
169,2020-03-03 18:09:00,2020-03-03 18:50:00,Long,1.1159,1.1179,0.002,TP,41.0
170,2020-03-03 19:47:00,2020-03-04 04:19:00,Short,1.11782,1.11582,0.002,TP,512.0
171,2020-03-04 04:54:00,2020-03-04 06:17:00,Long,1.11603,1.11503,-0.001,SL,83.0
172,2020-03-04 06:50:00,2020-03-04 07:44:00,Long,1.11558,1.11458,-0.001,SL,54.0
173,2020-03-04 08:02:00,2020-03-04 08:37:00,Long,1.11612,1.11812,0.002,TP,35.0
174,2020-03-04 09:02:00,2020-03-04 10:50:00,Short,1.11634,1.11434,0.002,TP,108.0
175,2020-03-04 11:25:00,2020-03-04 12:09:00,Long,1.115,1.114,-0.001,SL,44.0
176,2020-03-04 13:22:00,2020-03-04 14:03:00,Long,1.11273,1.11173,-0.001,SL,41.0
177,2020-03-04 14:57:00,2020-03-04 15:00:00,Long,1.11166,1.11066,-0.001,SL,3.0
178,2020-03-04 16:33:00,2020-03-04 16:39:00,Short,1.11242,1.11342,-0.001,SL,6.0
179,2020-03-04 16:57:00,2020-03-04 17:53:00,Long,1.11309,1.11209,-0.001,SL,56.0
180,2020-03-04 18:14:00,2020-03-05 09:21:00,Long,1.11264,1.11464,0.002,TP,907.0
